,city,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,Sikonge,-5.6333,32.7667,84.51,21,14,4.59,TZ,1627917803
353,Apodi,-5.6642,-37.7989,91.89,26,4,12.41,BR,1627917803
354,Hirara,24.8,125.2833,81.39,83,100,20.74,JP,1627917804
355,Troitsko-Pechorsk,62.7084,56.1964,63.36,83,99,3.56,RU,1627917804
356,Marawi,7.9986,124.2928,71.65,89,100,4.41,PH,1627917804
357,Champerico,14.3,-91.9167,92.73,74,87,0.83,GT,1627917805
358,Tottori-shi,35.5,134.2333,78.6,79,100,7.76,JP,1627917805
359,Acapulco de Juárez,16.8634,-99.8901,85.82,70,1,3.44,MX,1627917806
360,Lebu,-37.6167,-73.65,53.96,78,48,19.26,CL,1627917806
361,Namatanai,-3.6667,152.4333,78.73,84,10,7.0,PG,1627917807
362,Raja,8.4596,25.678,77.79,75,100,2.89,SS,1627917807
363,Viedma,-40.8135,-62.9967,61.11,30,8,22.84,AR,1627917808
364,Ous,60.9058,61.5186,68.45,58,81,5.84,RU,1627917808
365,Hūn,29.1268,15.9477,104.34,7,2,11.27,LY,1627917808
366,Northam,51.0333,-4.2167,66.2,84,100,11.74,GB,1627917809
367,Pozo Colorado,-23.4923,-58.7972,72.43,33,5,6.26,PY,1627917809
368,Borås,57.721,12.9401,67.89,55,87,9.13,SE,1627917809
369,Malbork,54.0359,19.0266,72.84,41,40,17.87,PL,1627917667
370,Pokhara,28.2333,83.9833,73.47,96,100,1.48,NP,1627917810
371,Boa Esperança,-21.09,-45.5658,75.33,36,1,1.97,BR,1627917756
372,Canutama,-6.5339,-64.3831,88.11,29,35,5.59,BR,1627917810
373,Noumea,-22.2763,166.4572,55.38,75,4,4.47,NC,1627917810
374,Yuci,37.6803,112.7319,74.95,60,0,15.66,CN,1627917811
375,Barkhan,29.8977,69.5256,87.75,42,45,3.87,PK,1627917811
376,Harper,4.375,-7.7169,79.9,68,78,8.08,LR,1627917811
377,El Alto,-4.2714,-81.2147,69.46,61,1,8.1,PE,1627917812
378,Macaé,-22.3708,-41.7869,80.47,47,0,8.05,BR,1627917812
379,Safaga,26.7292,33.9365,89.02,48,0,4.63,EG,1627917813
380,El Rosario,24.2556,-107.1828,84.4,60,47,4.09,MX,1627917814
381,Kuching,1.55,110.3333,75.42,94,40,3.44,MY,1627917814
382,Khandyga,62.6667,135.6,60.4,62,59,3.94,RU,1627917814
383,Cloquet,46.7216,-92.4594,73.53,64,1,6.91,US,1627917814
384,Colmenar Viejo,40.6591,-3.7676,85.55,29,40,1.14,ES,1627917815
385,Oga,46.4631,10.347,62.64,70,77,3.87,IT,1627917815
386,Flinders,-34.5833,150.8552,60.39,77,85,1.99,AU,1627917815
387,Altay,47.8667,88.1167,66.99,35,2,5.59,CN,1627917816
388,Kilindoni,-7.9139,39.6668,76.24,75,11,17.67,TZ,1627917817
389,Cap Malheureux,-19.9842,57.6142,68.49,68,0,3.0,MU,1627917817
390,Bambous Virieux,-20.3428,57.7575,68.25,68,20,3.44,MU,1627917818
391,Sayyan,15.1718,44.3244,63.55,65,100,8.25,YE,1627917818
392,Kochevo,59.5994,54.3125,67.5,86,100,5.97,RU,1627917818
393,Cortez,37.3489,-108.5859,66.7,84,1,0.0,US,1627917819
394,Kangāvar,34.5043,47.9653,85.59,23,94,12.91,IR,1627917819
395,Gudibanda,13.6694,77.6983,75.99,59,100,17.38,IN,1627917819
396,Mabay,6.0577,124.4666,79.68,81,100,4.25,PH,1627917820
397,Ponta Delgada,37.7333,-25.6667,75.92,60,20,9.22,PT,1627917821
398,Pervomayskiy,53.2485,40.2871,89.13,30,89,9.82,RU,1627917822
399,Hualmay,-11.0964,-77.6139,66.63,72,29,8.21,PE,1627917560
400,Nchelenge,-9.3451,28.734,77.86,42,2,7.27,ZM,1627917822
401,Doha,25.2867,51.5333,104.31,52,0,8.05,QA,1627917603
402,Kanniyākumāri,8.0833,77.5667,80.91,74,98,21.27,IN,1627917823
403,Kiunga,-6.1219,141.2906,72.61,95,97,2.95,PG,1627917823
404,San Quintín,30.4833,-115.95,72.88,71,6,10.02,MX,1627917579
405,Savonlinna,61.8699,28.88,69.85,52,20,6.91,FI,1627917824
406,Mil'kovo,54.7167,158.6167,47.39,95,100,5.68,RU,1627917825
407,Kathu,7.9178,98.3332,85.69,86,92,15.28,TH,1627917825
408,Muros,42.7762,-9.0603,77.68,52,57,17.07,ES,1627917826
409,Portland,45.5234,-122.6762,70.59,80,75,1.99,US,1627917719
410,Riyadh,24.6877,46.7219,107.74,6,10,10.02,SA,1627917651
411,Tessalit,20.1986,1.0114,99.77,26,50,2.91,ML,1627917827
412,Johannesburg,-26.2023,28.0436,71.06,20,0,4.85,ZA,1627917827
413,Sumenep,-7.0167,113.8667,79.38,81,43,2.21,ID,1627917827
414,Byron Bay,-28.65,153.6167,67.95,88,99,7.58,AU,1627917828
415,Havre-St-Pierre,50.2334,-63.5986,66.56,68,1,8.05,CA,1627917829
416,Ulladulla,-35.35,150.4667,59.88,80,67,7.18,AU,1627917831
417,Divnomorskoye,44.5011,38.1353,82.22,68,0,5.59,RU,1627917833
418,Kisaran,2.9845,99.6158,76.24,94,93,2.82,ID,1627917834
419,Bemidji,47.4736,-94.8803,75.18,50,1,10.36,US,1627917536
420,Talcahuano,-36.7167,-73.1167,53.28,62,0,12.66,CL,1627917835
421,Santa Fe,-31.6333,-60.7,64.02,44,0,4.0,AR,1627917781
422,Dumai,1.6833,101.45,76.55,92,87,1.34,ID,1627917836
423,Uruapan,19.4167,-102.0667,67.62,77,90,0.0,MX,1627917836
424,Aksu,41.1231,80.2644,81.79,21,100,5.93,CN,1627917784
425,Grand-Lahou,5.1367,-5.0242,81.93,66,53,7.56,CI,1627917838
426,Mahon,39.8885,4.2658,79.36,50,20,10.36,ES,1627917838
427,Senador Canedo,-16.7081,-49.0931,79.93,36,0,10.36,BR,1627917838
428,Havøysund,70.9963,24.6622,53.83,80,44,25.55,NO,1627917839
429,Nowy Dwór Mazowiecki,52.4302,20.7165,73.29,61,40,18.41,PL,1627917839
430,Saldanha,-33.0117,17.9442,71.65,71,0,8.81,ZA,1627917839
431,Lar,26.2039,83.9717,86.59,69,98,2.39,IN,1627917840
432,Saint Paul Harbor,57.79,-152.4072,53.11,94,90,6.91,US,1627917841
433,Ust-Kuyga,70.0167,135.6,53.44,61,6,2.95,RU,1627917841
434,Praia,14.9215,-23.5087,82.94,61,20,16.11,CV,1627917842
435,Altagracia de Orituco,9.8601,-66.3814,76.37,86,48,5.97,VE,1627917842
436,Real,14.6625,121.6047,82.96,86,99,13.33,PH,1627917842
437,Azoyú,16.7167,-98.7333,82.24,66,100,0.58,MX,1627917843
438,Rabo de Peixe,37.8,-25.5833,74.71,60,20,9.22,PT,1627917843
439,Tshela,-4.9833,12.9333,90.09,38,7,4.09,CD,1627917844
440,Padang,-0.9492,100.3543,77.05,83,97,2.01,ID,1627917844
441,Disna,55.568,28.1971,60.13,92,100,16.78,BY,1627917845
442,Atherton,53.5237,-2.4935,69.3,64,100,5.01,GB,1627917847
443,Honiara,-9.4333,159.95,75.2,88,36,5.12,SB,1627917848
444,Yeppoon,-23.1333,150.7333,60.58,88,1,4.92,AU,1627917848
445,Marzuq,14.4,46.4667,92.44,28,20,9.75,YE,1627917701
446,Victor Harbor,-35.5667,138.6167,51.89,81,16,19.15,AU,1627917849
447,Zalesovo,53.9939,84.7431,65.75,80,33,4.54,RU,1627917850
448,Kigonsera,-10.8,35.05,64.2,56,89,1.68,TZ,1627917851
449,Iralaya,15.0,-83.2333,86.09,83,69,13.35,HN,1627917852
450,Nikšić,42.7731,18.9445,84.36,21,7,11.65,ME,1627917852
451,Carlsbad,33.1581,-117.3506,88.65,78,1,1.01,US,1627917792
452,Bernalillo,35.05,-106.6673,71.69,72,90,6.91,US,1627917852
453,Phak Hai,14.4574,100.3699,86.9,71,77,10.18,TH,1627917853
454,Loukhi,66.0764,33.0381,63.55,84,93,5.08,RU,1627917853
455,Banda Aceh,5.5577,95.3222,81.07,75,99,12.48,ID,1627917853
456,Kirakira,-10.4544,161.9205,73.99,79,64,8.66,SB,1627917854
457,Puerto Escondido,15.85,-97.0667,88.63,70,1,0.0,MX,1627917854
458,Debre Tabor,11.85,38.0167,52.88,94,100,2.08,ET,1627917854
459,Sioux Lookout,50.1001,-91.917,71.67,56,90,8.05,CA,1627917855
460,Cessnock,-32.8333,151.35,60.22,96,83,2.24,AU,1627917855
461,Brae,60.3964,-1.353,53.51,72,100,7.99,GB,1627917855
462,Gander,48.9682,-54.5906,73.78,46,20,12.66,CA,1627917856
463,Jampur,29.6441,70.5954,102.79,31,41,12.19,PK,1627917856
464,Taksimo,56.3444,114.8794,53.19,97,100,2.08,RU,1627917857
465,Juradó,7.1053,-77.7641,80.35,82,100,3.38,CO,1627917858
466,Auki,-8.7676,160.7034,74.7,89,49,5.64,SB,1627917858
467,Maniitsoq,65.4167,-52.9,47.68,85,100,8.1,GL,1627917858
468,Marion,39.7684,-86.1555,72.41,65,1,3.44,US,1627917858
469,Ucluelet,48.9329,-125.5528,66.09,92,20,3.56,CA,1627917594
470,Tongliao,43.6125,122.2653,65.93,89,100,4.88,CN,1627917859
471,Sabang,5.8933,95.3214,83.46,74,99,20.15,ID,1627917859
472,Nhulunbuy,-12.2333,136.7667,72.21,88,6,4.61,AU,1627917860
473,Atikokan,48.7555,-91.6216,70.34,44,80,7.7,CA,1627917861
474,Irun,43.339,-1.7894,85.71,65,20,5.75,ES,1627917861
475,Yārāda,17.65,83.2667,88.12,62,20,11.5,IN,1627917862
476,Ancud,-41.8697,-73.8203,51.33,88,93,5.23,CL,1627917863
477,Mildura,-34.2,142.15,47.07,93,9,9.22,AU,1627917864
478,Jacareacanga,-6.2222,-57.7528,94.84,29,10,5.68,BR,1627917864
479,Pokaran,26.9167,71.9167,94.44,46,44,16.73,IN,1627917865
480,Chara,56.9064,118.2631,54.21,75,89,2.8,RU,1627917865
481,Storforshei,66.4043,14.5233,55.65,62,40,8.05,NO,1627917865
482,San Bartolomé de Tirajana,27.9248,-15.5733,68.47,63,20,29.93,ES,1627917866
483,Bay Roberts,47.5999,-53.2648,76.66,52,31,1.99,CA,1627917867
484,Akashi,34.6333,134.9833,82.38,79,62,5.06,JP,1627917868
485,Chingirlau,51.095,54.0814,94.51,21,25,6.62,KZ,1627917868
486,Airai,-8.9266,125.4092,57.07,87,81,3.29,TL,1627917869
487,Prainha,-1.8,-53.48,86.99,53,0,4.56,BR,1627917870
488,Kut Chap,17.4257,102.5669,78.31,84,100,5.55,TH,1627917872
489,Mazyr,52.0495,29.2456,71.1,68,78,17.96,BY,1627917872
490,Lárdos,36.0942,28.0157,98.42,33,0,13.53,GR,1627917873
491,Richards Bay,-28.783,32.0377,66.76,72,2,8.46,ZA,1627917873
492,Kemijärvi,66.7131,27.4306,61.54,41,94,4.27,FI,1627917874
493,Tamworth,52.634,-1.6959,68.47,68,100,1.99,GB,1627917875
494,Yamada,39.4667,141.95,74.68,95,13,8.28,JP,1627917876
495,Poughkeepsie,41.7004,-73.921,75.78,72,90,5.75,US,1627917599
496,Rome,43.2128,-75.4557,72.86,71,40,11.5,US,1627917876
497,Havelock,34.8791,-76.9013,83.95,84,75,8.05,US,1627917766
498,Aketi,2.7388,23.7833,85.87,52,73,4.65,CD,1627917876
499,Namtsy,62.7161,129.6658,64.51,57,100,5.23,RU,1627917877
500,Adrar,20.5022,-10.0711,100.71,25,9,11.74,MR,1627917583
501,Labuhan,-6.8844,112.2051,78.33,80,24,7.52,ID,1627917877
502,Khorixas,-20.3667,14.9667,81.25,16,0,10.8,NA,1627917877
503,Chumikan,54.7183,135.315,51.82,98,100,14.81,RU,1627917878
504,Krivosheino,57.3431,83.9261,58.03,89,100,5.14,RU,1627917878
505,Benghazi,32.1167,20.0667,89.83,51,0,19.84,LY,1627917879
506,Callaway,30.153,-85.5699,90.99,71,20,4.0,US,1627917880
507,Biak,-0.9131,122.8766,76.14,84,58,7.34,ID,1627917880
508,Rio Grande,-32.035,-52.0986,59.11,75,0,8.61,BR,1627917724
509,Lüderitz,-26.6481,15.1594,73.36,37,0,5.84,NA,1627917880
510,Bastrop,32.7562,-91.8724,76.82,93,100,5.21,US,1627917881
511,Mastic Beach,40.7668,-72.8521,77.13,64,1,5.01,US,1627917697
512,Beringovskiy,63.05,179.3167,42.37,94,100,32.37,RU,1627917881
513,Kalmunai,7.4167,81.8167,84.36,67,100,5.61,LK,1627917881
514,Grindavik,63.8424,-22.4338,55.35,82,90,9.22,IS,1627917882
515,Bukachacha,52.9833,116.9167,58.48,84,100,2.57,RU,1627917883
516,Oranjemund,-28.55,16.4333,68.31,45,0,7.67,NA,1627917883
517,Hobyo,5.3505,48.5268,79.02,69,74,27.56,SO,1627917884
518,Paraná,-31.732,-60.5238,63.57,44,0,7.67,AR,1627917662
519,Yekaterinovka,52.0508,44.3451,88.54,35,1,6.15,RU,1627917885
520,Landeck,47.1301,10.5636,68.07,73,54,5.55,AT,1627917886
521,Trairi,-3.2778,-39.2689,90.93,36,1,9.73,BR,1627917868
522,Dawson Creek,55.7666,-120.2362,67.35,94,1,2.3,CA,1627917740
523,Harindānga,22.0383,88.3214,87.78,86,100,6.11,IN,1627917607
524,Changji,44.0167,87.3167,81.39,29,0,2.24,CN,1627917888
525,Benidorm,38.5382,-0.131,84.31,66,100,9.4,ES,1627917686
526,Ndélé,8.4109,20.6473,70.68,98,100,2.39,CF,1627917888
527,Huazhou,21.6333,110.5833,77.34,91,99,3.49,CN,1627917889
528,Sobolevo,54.4299,31.8996,73.35,63,100,19.98,RU,1627917890
529,Dzaoudzi,-12.7887,45.2699,75.09,78,0,9.22,YT,1627917890
530,Tazovsky,67.4667,78.7,60.4,75,99,7.14,RU,1627917890
531,Codrington,-38.2667,141.9667,47.46,94,100,11.32,AU,1627917891
532,Trincomalee,8.5711,81.2335,83.28,67,100,17.69,LK,1627917626
533,Thinadhoo,0.5333,72.9333,82.65,68,97,2.51,MV,1627917891
534,Bata,1.8639,9.7658,80.46,83,40,8.05,GQ,1627917892
535,Valença,-13.3703,-39.0731,67.59,89,100,5.77,BR,1627917892
536,Port Hedland,-20.3167,118.5667,62.65,23,2,10.36,AU,1627917892
537,Kirkuk,35.4681,44.3922,106.68,8,33,12.95,IQ,1627917893
538,Socha,5.9976,-72.6928,51.12,93,100,3.83,CO,1627917893
539,Kostanay,53.1667,63.5833,80.89,39,0,6.71,KZ,1627917893
540,Carbonear,47.7332,-53.2148,76.75,52,8,7.02,CA,1627917894
541,Zastron,-30.3023,27.084,58.95,18,0,3.29,ZA,1627917894
542,Novikovo,51.1537,37.8879,91.17,30,0,10.96,RU,1627917895
543,Tabuk,17.4189,121.4443,77.72,80,100,2.93,PH,1627917895
544,Yuncheng,35.0231,110.9928,78.51,66,0,8.3,CN,1627917896
545,Nizwá,22.9333,57.5333,104.02,13,89,7.72,OM,1627917896
546,Ekhabi,53.5102,142.9671,55.11,83,100,10.58,RU,1627917896
547,Tanah Merah,5.8,102.15,76.82,94,98,2.66,MY,1627917897
548,Sistranda,63.7256,8.834,57.16,67,36,8.12,NO,1627917897
549,Namie,37.4833,141.0,81.77,90,100,9.95,JP,1627917897
550,Lodwar,3.1191,35.5973,89.02,30,9,9.08,KE,1627917898
551,Turka,49.1541,23.0297,70.25,66,68,2.73,UA,1627917899
552,Sur,22.5667,59.5289,92.95,50,6,11.36,OM,1627917900
553,Lagos,6.5833,3.75,84.52,81,100,4.99,NG,1627917834
554,Goma,-1.6792,29.2228,73.27,48,68,2.33,CD,1627917901
555,Saint Anthony,45.0205,-93.218,76.86,54,1,4.0,US,1627917902
556,Lokomotivnyy,53.0118,60.5684,77.13,41,33,6.6,RU,1627917902
557,Aripuanã,-9.1667,-60.6333,90.72,22,48,6.49,BR,1627917904
558,Inhambane,-23.865,35.3833,71.15,57,5,11.1,MZ,1627917904
559,Tefé,-3.3542,-64.7114,82.51,78,20,5.75,BR,1627917905
560,Puerto Ayacucho,5.6639,-67.6236,72.68,93,100,7.54,VE,1627917905
561,Vieux-Habitants,16.0589,-61.7659,83.77,69,5,9.19,GP,1627917906
562,Tadpatri,14.9167,78.0167,87.96,47,90,19.24,IN,1627917906
563,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,66.58,36,0,5.12,AR,1627917906
564,Palmer,42.1584,-72.3287,74.55,64,75,1.01,US,1627917907
565,Mitú,1.1983,-70.1733,76.77,73,98,3.87,CO,1627917907
566,Point Pedro,9.8167,80.2333,81.95,78,100,22.35,LK,1627917907
567,Kerman,30.2832,57.0788,87.66,12,20,11.5,IR,1627917908
568,San Matías,-16.3667,-58.4,82.67,28,0,7.76,BO,1627917908
569,Ayapel,8.3137,-75.1398,78.37,87,100,1.63,CO,1627917909
570,Malakal,9.5334,31.6605,74.57,91,72,5.32,SS,1627917910
571,Yanggu,36.1106,115.7753,74.5,84,0,6.71,CN,1627917910
572,Xinqing,48.2333,129.5,66.25,96,99,3.98,CN,1627917911
573,Port Augusta,-32.5,137.7667,46.54,78,3,11.27,AU,1627917912
574,Tazmalt,36.3868,4.3989,102.51,18,85,5.03,DZ,1627917912
575,Karligan,14.975,122.0456,82.35,78,99,12.46,PH,1627917913
576,Atasū,48.6814,71.6433,84.9,29,60,14.27,KZ,1627917914
577,Norden,53.6,7.2,65.95,68,85,14.14,DE,1627917914
578,Sidi Ali,36.0998,0.4206,78.03,63,100,14.41,DZ,1627917914
579,Hinton,53.4001,-117.5857,62.64,75,100,2.8,CA,1627917914
580,Marabu,4.4148,114.0089,77.14,94,20,0.0,MY,1627917915
581,Hamilton,39.1834,-84.5333,74.98,67,1,1.01,US,1627917897
582,Manokwari,-0.8667,134.0833,79.05,80,17,2.21,ID,1627917915
583,Bogashevo,56.3683,85.1447,64.24,77,40,4.47,RU,1627917915
584,Porvoo,60.3923,25.6651,71.49,73,100,5.46,FI,1627917916
585,Maxixe,-23.8597,35.3472,70.81,56,5,10.36,MZ,1627917916
586,Mosquera,4.7059,-74.2302,62.69,55,40,14.97,CO,1627917917
587,High Prairie,55.4334,-116.4858,70.9,53,100,6.6,CA,1627917918
588,Coquimbo,-29.9533,-71.3436,53.33,87,90,2.3,CL,1627917919
589,Caluquembe,-13.7833,14.6833,78.78,18,45,3.04,AO,1627917920
590,Udalguri,26.7667,92.1333,82.18,85,51,3.27,IN,1627917921
591,Cayenne,4.9333,-52.3333,87.1,69,40,3.0,GF,1627917921
592,Le Port,-20.9373,55.2919,69.8,78,46,5.79,RE,1627917922
593,Antofagasta,-23.65,-70.4,66.22,64,95,4.0,CL,1627917723
594,Mordovo,52.0834,40.77,90.34,33,11,11.03,RU,1627917925
595,Saint-Pierre,-21.3393,55.4781,69.48,72,0,6.91,RE,1627917926
596,Nautla,20.2167,-96.7833,82.53,72,34,4.29,MX,1627917927
597,Perth,-31.9333,115.8333,54.09,91,75,4.61,AU,1627917865
598,Nelson Bay,-32.7167,152.15,61.09,87,99,20.98,AU,1627917928
599,Chanal,16.7167,-92.4,61.23,59,79,4.07,MX,1627917929
600,Agía Galíni,35.1,24.6833,99.75,21,0,13.0,GR,1627917930
601,Iskar,43.45,24.2667,103.86,33,1,11.5,BG,1627917930
602,Nome,64.5011,-165.4064,56.16,94,90,12.66,US,1627917931
603,Sabaudia,41.3003,13.0282,87.93,66,82,5.99,IT,1627917931
604,Makkah al Mukarramah,21.4267,39.8261,99.32,29,51,12.37,SA,1627917721
605,Narsaq,60.9167,-46.05,52.02,88,100,2.04,GL,1627917933
606,Banyumas,-7.5142,109.2942,73.6,95,73,1.25,ID,1627917933
607,Basti,26.8,82.7167,83.88,75,90,7.2,IN,1627917934
608,Chipinge,-20.1883,32.6236,69.21,21,0,8.12,ZW,1627917934
609,Durban,-29.8579,31.0292,67.12,86,38,5.01,ZA,1627917511
610,Kinablangan,7.6947,126.5503,80.08,84,100,3.04,PH,1627917935
611,Bassano,50.7834,-112.4685,76.39,26,100,6.4,CA,1627917935
612,Elk Point,42.6833,-96.6836,72.64,36,31,1.83,US,1627917935
613,Iisalmi,63.5592,27.1907,62.62,88,91,5.61,FI,1627917936
614,Sorata,-15.7667,-68.6333,41.45,83,96,6.06,BO,1627917936
615,Jiazi,22.8779,116.067,80.13,87,100,2.98,CN,1627917937
616,Manaus,-3.1019,-60.025,73.89,100,75,5.75,BR,1627917937
617,Angoche,-16.2325,39.9086,73.09,58,0,12.88,MZ,1627917939
618,Urmia,37.5527,45.0761,78.35,44,40,4.61,IR,1627917939
619,Aktyubinskiy,54.8137,52.8056,81.91,35,100,5.26,RU,1627917940
620,Korop,51.5664,32.9586,70.99,89,94,6.6,UA,1627917941
621,Swift Current,50.2834,-107.8014,79.61,29,1,12.66,CA,1627917941
622,Giulvăz,45.5489,20.9844,84.51,27,0,8.41,RO,1627917942
623,Shepsi,44.0361,39.1489,80.65,77,2,4.43,RU,1627917942
624,La Asuncion,11.0333,-63.8628,85.73,74,4,10.36,VE,1627917942
625,Kerrobert,51.9168,-109.1348,77.2,28,99,10.45,CA,1627917943
626,Daşoguz,41.8363,59.9666,96.75,21,0,6.91,TM,1627917943
627,Tutóia,-2.7619,-42.2744,89.58,44,5,2.01,BR,1627917943
628,Dunedin,-45.8742,170.5036,46.8,84,100,18.99,NZ,1627917279
629,Lázaro Cárdenas,17.9583,-102.2,81.55,83,23,3.85,MX,1627917944
630,Vao,-22.6667,167.4833,66.18,65,10,7.83,NC,1627917945
631,São José da Coroa Grande,-8.8978,-35.1478,77.49,80,34,16.06,BR,1627917946
632,Mombetsu,44.3525,143.3525,69.85,96,53,1.9,JP,1627917946
633,Ovalle,-30.5983,-71.2003,67.91,38,0,4.38,CL,1627917948
634,Erzin,36.9559,36.2,95.52,54,0,10.47,TR,1627917949
635,Whitecourt,54.1502,-115.6855,63.64,100,90,3.44,CA,1627917951
636,Gigmoto,13.7796,124.39,81.99,82,86,11.03,PH,1627917952
637,Paamiut,61.994,-49.6678,45.91,89,100,12.15,GL,1627917953
638,Sabha,27.0377,14.4283,105.57,6,0,6.89,LY,1627917953
639,Great Yarmouth,52.6083,1.7305,70.34,61,44,6.67,GB,1627917954
640,Pangody,65.85,74.4859,65.75,54,100,3.49,RU,1627917955
641,Rocha,-34.4833,-54.3333,57.16,69,0,5.12,UY,1627917955
642,Bathsheba,13.2167,-59.5167,86.61,70,20,11.5,BB,1627917956
643,Boende,-0.2167,20.8667,93.78,29,89,2.24,CD,1627917957
644,Lokosovo,61.1333,74.8167,55.71,99,100,4.9,RU,1627917958
645,Manbij,36.5281,37.9549,104.77,15,77,9.04,SY,1627917959
646,Durham,36.0335,-78.8664,84.24,58,20,1.99,US,1627917784
647,Jiangyou,31.7667,104.7167,80.22,73,5,2.33,CN,1627917960
648,Half Moon Bay,37.4636,-122.4286,64.67,82,75,0.0,US,1627917962
649,Sibu,2.3,111.8167,75.51,94,40,0.0,MY,1627917962
650,Jieshi,22.8134,115.8257,82.11,84,100,3.04,CN,1627917963
651,Ust'-Koksa,50.2696,85.6108,60.44,69,4,1.9,RU,1627917963
652,Znamenskoye,57.1281,73.8282,67.96,65,88,9.48,RU,1627917964
653,Warora,20.2333,79.0,79.3,78,100,10.54,IN,1627917965
654,Khovd,48.0056,91.6419,66.92,43,1,3.38,MN,1627917965
655,Ivanava,52.1451,25.5365,60.78,86,100,11.56,BY,1627917966
656,Litovko,49.2361,135.1742,67.06,89,0,4.32,RU,1627917967
657,Roscrea,52.9511,-7.8017,57.52,98,100,4.25,IE,1627917968
658,Awjilah,29.1081,21.2869,107.24,8,1,14.54,LY,1627917968
659,Dakar,14.6937,-17.4441,90.48,79,100,12.55,SN,1627917938
660,Kushiro,42.975,144.3747,67.87,99,96,2.39,JP,1627917971
661,Teodoro Sampaio,-22.5325,-52.1675,75.29,38,1,2.3,BR,1627917972
662,Osa,57.2829,55.4567,73.65,66,99,5.97,RU,1627917972
663,Walvis Bay,-22.9575,14.5053,85.15,24,0,8.05,NA,1627917973
664,Santa Cruz de Tenerife,28.4682,-16.2546,81.91,72,40,8.01,ES,1627917974
665,Shellbrook,53.2168,-106.4011,72.63,25,90,5.75,CA,1627917974
666,Tomatlán,19.9333,-105.25,80.15,79,40,1.34,MX,1627917975
667,Siavonga,-16.5382,28.7088,77.9,41,1,4.07,ZM,1627917976
668,Beibei,29.8256,106.4339,93.67,60,0,2.01,CN,1627917976
669,Palāsa,18.7667,84.4167,83.82,77,92,6.02,IN,1627917976
670,Russell,32.3502,-85.1999,85.37,69,20,0.0,US,1627917977
671,Port Pirie,-33.1833,138.0167,46.49,82,4,19.62,AU,1627917977
672,Korla,41.7597,86.1469,85.21,16,100,5.93,CN,1627917841
673,Belaya Gora,68.5333,146.4167,40.53,66,0,8.08,RU,1627917977
674,Paka,4.6374,103.4368,75.13,100,100,0.0,MY,1627917978
675,Mananara,-16.1667,49.7667,67.98,86,3,3.96,MG,1627917978
676,Pushkino,56.0172,37.8667,86.09,61,100,8.99,RU,1627917978
677,Sangar,63.9242,127.4739,64.89,34,14,6.29,RU,1627917979
678,Nagato,34.3833,131.2,82.31,82,100,11.39,JP,1627917979
679,Hermiston,45.8404,-119.2895,84.11,57,1,0.0,US,1627917739
680,Mangai,-4.05,19.5333,97.93,12,28,1.45,CD,1627917979
681,Port Blair,11.6667,92.75,82.06,83,100,18.1,IN,1627917916
682,Eydhafushi,5.1033,73.0708,83.25,70,100,6.71,MV,1627917980
683,Xushan,30.1764,121.2457,82.33,95,22,7.81,CN,1627917980
684,Sørland,67.667,12.6934,50.07,72,100,11.36,NO,1627917980
685,Shilka,51.85,116.0333,63.46,88,100,3.36,RU,1627917981
686,Hays,30.0502,-98.0336,76.14,96,100,1.99,US,1627917981
687,Berlevåg,70.8578,29.0864,51.6,73,47,4.45,NO,1627917981
688,Olafsvik,64.8945,-23.7142,54.09,84,100,3.85,IS,1627917982
689,Hervey Bay,-25.2986,152.8535,68.04,90,2,11.01,AU,1627917982
690,Saint-Augustin,51.226,-58.6502,68.81,53,75,14.03,CA,1627917982
691,Tambovka,50.0969,128.0489,60.91,97,100,5.48,RU,1627917982
692,Aksarka,66.5606,67.7975,64.24,68,100,4.32,RU,1627917983
693,Batagay,67.6333,134.6333,55.08,54,1,2.62,RU,1627917983
694,Paraty,-23.2178,-44.7131,76.1,58,6,5.08,BR,1627917983
695,Port Lincoln,-34.7333,135.8667,51.89,65,97,20.54,AU,1627917984
696,Remanso,-9.6179,-42.0831,80.35,45,48,13.09,BR,1627917984
697,Escárcega,18.6089,-90.7454,86.36,58,97,5.5,MX,1627917984
698,Kaniama,-7.5667,24.1833,88.0,18,87,1.12,CD,1627917985
699,Nazilli,37.9163,28.3223,106.9,9,0,15.64,TR,1627917952
700,Nālūt,30.3333,10.85,105.96,7,0,18.52,LY,1627917985
701,Hamadan,34.7992,48.5146,74.91,33,37,9.69,IR,1627917986
702,Mīrābād,30.4362,61.8383,96.26,8,0,23.98,AF,1627917986
703,Luwuk,-0.9516,122.7875,77.02,86,48,5.68,ID,1627917987
704,Novaya Tavolzhanka,50.3512,36.8298,90.82,27,8,11.99,RU,1627917987
705,Mali,12.079,-12.2982,68.59,82,71,2.8,GN,1627917988
